point50705 ( 41551 , 166649 ) 
point29255 ( 381262 , 855174 ) 
point38929 ( 75314 , 20557 ) 
point85682 ( 757417 , 292341 ) 
point96792 ( 757967 , 282818 ) 
point70409 ( 792768 , 270234 ) 
point11267 ( 840076 , 394654 ) 
point59318 ( 630676 , 240730 ) 
point13205 ( 81102 , 749591 ) 
point99307 ( 781534 , 286763 ) 
point22949 ( 206003 , 913603 ) 
point32531 ( 203090 , 236149 ) 
point4832 ( 940965 , 593535 ) 
point24411 ( 204928 , 286438 ) 
point75040 ( 751914 , 269343 ) 
point9786 ( 644773 , 314725 ) 
point39481 ( 977793 , 381329 ) 
point96642 ( 789924 , 299900 ) 
point28270 ( 613574 , 124007 ) 
point35119 ( 567985 , 257322 ) 
point98780 ( 787601 , 270570 ) 
point81395 ( 788457 , 285883 ) 
point90154 ( 782210 , 272561 ) 
point75863 ( 793681 , 256044 ) 
point74953 ( 762930 , 285622 ) 
point83471 ( 794122 , 263887 ) 
point14268 ( 570938 , 421593 ) 
point5956 ( 341263 , 546019 ) 
point91939 ( 761551 , 270335 ) 
point60843 ( 766230 , 254593 ) 
point2218 ( 596536 , 808559 ) 
point53711 ( 956624 , 568591 ) 
point29057 ( 635727 , 949313 ) 
point7103 ( 929039 , 953336 ) 
point15296 ( 858840 , 646058 ) 
point29181 ( 254203 , 620789 ) 
point37887 ( 298857 , 122631 ) 
point7347 ( 286198 , 549680 ) 
point29488 ( 89335 , 578962 ) 
point66789 ( 775947 , 294511 ) 
point46399 ( 271634 , 179328 ) 
point55683 ( 512413 , 350062 ) 
point15874 ( 255194 , 555275 ) 
point94704 ( 770174 , 293138 ) 
point25382 ( 989019 , 257161 ) 
point39011 ( 225519 , 892269 ) 
point13970 ( 883977 , 41755 ) 
point68412 ( 781590 , 285282 ) 
point26834 ( 738493 , 8337 ) 
point10083 ( 551546 , 63979 ) 
point74573 ( 782792 , 289279 ) 
point85940 ( 771146 , 296265 ) 
point60600 ( 789451 , 284829 ) 
point94120 ( 775861 , 250237 ) 
point30451 ( 598711 , 610819 ) 
point33498 ( 361222 , 195638 ) 
point8328 ( 91027 , 637713 ) 
point14136 ( 686199 , 841329 ) 
point31784 ( 129217 , 387871 ) 
point58845 ( 122203 , 733098 ) 
point8458 ( 639731 , 375803 ) 
point92183 ( 757333 , 293979 ) 
point86821 ( 779616 , 258356 ) 
point1028 ( 266048 , 728881 ) 
point6336 ( 324224 , 938485 ) 
point89136 ( 796286 , 267707 ) 
point72174 ( 750677 , 296288 ) 
point61603 ( 795228 , 297207 ) 
point64178 ( 781592 , 250022 ) 
point11765 ( 637443 , 252413 ) 
point73925 ( 781246 , 277544 ) 
point44343 ( 708381 , 198154 ) 
point39970 ( 728195 , 235957 ) 
point6516 ( 742744 , 510458 ) 
point72342 ( 795959 , 282667 ) 
point98066 ( 792581 , 297042 ) 
point34333 ( 705155 , 141968 ) 
point11110 ( 747161 , 599263 ) 
point98574 ( 770559 , 251469 ) 
point39226 ( 411164 , 343331 ) 
point58212 ( 839630 , 242466 ) 
point27085 ( 946975 , 464514 ) 
point83557 ( 758700 , 296582 ) 
point60095 ( 776430 , 252836 ) 
point13124 ( 269297 , 153523 ) 
point10100 ( 999283 , 864070 ) 
point74040 ( 765592 , 294655 ) 
point93707 ( 759734 , 283207 ) 
point57999 ( 628359 , 224013 ) 
point96281 ( 760772 , 285209 ) 
point18412 ( 9850 , 268527 ) 
point78031 ( 777416 , 276799 ) 
point97120 ( 795841 , 277469 ) 
point54808 ( 92949 , 963622 ) 
point23639 ( 611296 , 297488 ) 
point72285 ( 763833 , 262140 ) 
point90465 ( 763466 , 265968 ) 
point43364 ( 724568 , 33228 ) 
point32155 ( 883257 , 192777 ) 
point1637 ( 647397 , 30573 ) 
point44521 ( 293896 , 900814 ) 
point27936 ( 559556 , 596297 ) 
point48461 ( 40268 , 563477 ) 
point48093 ( 719473 , 301133 ) 
point99617 ( 772205 , 268184 ) 
point75124 ( 783456 , 280070 ) 
point58818 ( 38700 , 597902 ) 
point26721 ( 869768 , 190212 ) 
point34017 ( 746445 , 856214 ) 
point37619 ( 532000 , 132958 ) 
point41470 ( 160888 , 329003 ) 
point85681 ( 763686 , 272501 ) 
point1150 ( 580062 , 427324 ) 
point99820 ( 778870 , 263918 ) 
point19576 ( 527160 , 487055 ) 
point7871 ( 361156 , 542249 ) 
point69721 ( 776549 , 250712 ) 
point57269 ( 957912 , 532556 ) 
point18355 ( 71316 , 924465 ) 
point93245 ( 793330 , 252097 ) 
point4485 ( 425134 , 654256 ) 
point42666 ( 484233 , 851234 ) 
point86775 ( 799941 , 295363 ) 
point77726 ( 753455 , 295116 ) 
point25965 ( 551269 , 466503 ) 
point19258 ( 382858 , 177503 ) 
point7902 ( 905731 , 116044 ) 
point41871 ( 57664 , 903353 ) 
point29394 ( 180093 , 668354 ) 
point17353 ( 661155 , 446717 ) 
point98915 ( 778331 , 271863 ) 
point90080 ( 770150 , 259375 ) 
point24178 ( 434701 , 694984 ) 
point48326 ( 607689 , 887778 ) 
point95174 ( 778933 , 254991 ) 
point28601 ( 872360 , 56851 ) 
point61702 ( 767757 , 290013 ) 
point3623 ( 66654 , 174218 ) 
point31948 ( 119696 , 120070 ) 
point42533 ( 65620 , 279998 ) 
point95311 ( 781318 , 294065 ) 
point45720 ( 788057 , 899258 ) 
point42369 ( 7458 , 661785 ) 
point9445 ( 223923 , 280407 ) 
point30362 ( 344862 , 174718 ) 
point95069 ( 755743 , 260135 ) 
point69508 ( 756992 , 288193 ) 
point29513 ( 952577 , 166809 ) 
point72582 ( 797962 , 270453 ) 
point59066 ( 165873 , 721210 ) 
point58922 ( 970435 , 206706 ) 
point17085 ( 510164 , 31182 ) 
point22743 ( 535449 , 510692 ) 
point10249 ( 600515 , 681698 ) 
point26577 ( 540613 , 372265 ) 
point73928 ( 750099 , 293226 ) 
point51922 ( 687838 , 560121 ) 
point86125 ( 752571 , 287204 ) 
point85841 ( 772598 , 293703 ) 
point69382 ( 778363 , 295271 ) 
point8745 ( 449328 , 584236 ) 
point3451 ( 933327 , 502784 ) 
point55972 ( 789674 , 235413 ) 
point30841 ( 664560 , 757121 ) 
point63760 ( 773849 , 279212 ) 
point68054 ( 782100 , 297364 ) 
point40602 ( 449511 , 220998 ) 
point43316 ( 983922 , 460164 ) 
point79125 ( 774851 , 259011 ) 
point49538 ( 200658 , 233464 ) 
point80044 ( 799208 , 291255 ) 
point95521 ( 760844 , 278030 ) 
point40026 ( 618148 , 203312 ) 
point90925 ( 773536 , 272435 ) 
point31755 ( 433138 , 962864 ) 
point47530 ( 270806 , 988851 ) 
point24436 ( 785389 , 124762 ) 
point67493 ( 794957 , 264186 ) 
point67296 ( 781803 , 281463 ) 
point10123 ( 43705 , 370661 ) 
point21691 ( 362720 , 463251 ) 
point82046 ( 758255 , 250113 ) 
point65024 ( 783900 , 298330 ) 
point78732 ( 777446 , 263551 ) 
point25261 ( 250324 , 578729 ) 
point31905 ( 102364 , 422213 ) 
point47971 ( 173131 , 109674 ) 
point98150 ( 785330 , 291431 ) 
point16792 ( 488832 , 899691 ) 
point3881 ( 447126 , 502055 ) 
point6947 ( 793866 , 449660 ) 
point12654 ( 118327 , 551105 ) 
point90805 ( 777297 , 274740 ) 
point9559 ( 101582 , 343641 ) 
point73679 ( 752210 , 273891 ) 
point83736 ( 790610 , 259853 ) 
point19481 ( 770163 , 46977 ) 
point63567 ( 787566 , 250340 ) 
point18928 ( 705213 , 630024 ) 
point1670 ( 73207 , 207345 ) 
point73888 ( 769347 , 290257 ) 
point84986 ( 785118 , 282770 ) 
point84922 ( 796319 , 274024 ) 
point50628 ( 25068 , 753480 ) 
point17840 ( 298810 , 809330 ) 
point23690 ( 631639 , 591399 ) 
point45820 ( 598035 , 137970 ) 
point55897 ( 286608 , 285437 ) 
point76001 ( 764485 , 279435 ) 
point82475 ( 761838 , 291514 ) 
point18891 ( 665294 , 747487 ) 
point27597 ( 753990 , 767099 ) 
point54646 ( 25544 , 108368 ) 
point69244 ( 767387 , 296998 ) 
point90794 ( 767572 , 272768 ) 
point92303 ( 750662 , 270661 ) 
point76955 ( 790177 , 253032 ) 
point76083 ( 762694 , 273170 ) 
point66587 ( 791617 , 276192 ) 
point63840 ( 759380 , 272818 ) 
point8776 ( 988617 , 854132 ) 
point75505 ( 790407 , 273460 ) 
point42856 ( 109863 , 401813 ) 
point86365 ( 788657 , 287152 ) 
point47043 ( 742344 , 984337 ) 
point75472 ( 799023 , 294996 ) 
point64138 ( 799753 , 291860 ) 
point66506 ( 756464 , 298415 ) 
point72436 ( 768235 , 265117 ) 
point77203 ( 786032 , 264258 ) 
point33745 ( 937978 , 631079 ) 
point48107 ( 465301 , 229045 ) 
point88995 ( 768320 , 277833 ) 
point6054 ( 808165 , 700269 ) 
point32951 ( 384179 , 411085 ) 
point92634 ( 782308 , 287322 ) 
point46789 ( 958645 , 542955 ) 
point64788 ( 795384 , 250021 ) 
point49869 ( 568462 , 637385 ) 
point51940 ( 474420 , 101167 ) 
point82721 ( 769057 , 266697 ) 
point41841 ( 973737 , 288333 ) 
point30853 ( 496888 , 195597 ) 
point74285 ( 755479 , 290920 ) 
point11953 ( 715424 , 430968 ) 
point16247 ( 458103 , 739008 ) 
point51622 ( 243339 , 239340 ) 
point76395 ( 753081 , 251777 ) 
point98813 ( 774928 , 295914 ) 
point58348 ( 78457 , 77001 ) 
point11923 ( 243998 , 878122 ) 
point96282 ( 783652 , 259727 ) 
point43263 ( 182292 , 956854 ) 
point62141 ( 754420 , 294414 ) 
point14616 ( 973205 , 44359 ) 
point1627 ( 109564 , 183778 ) 
point31341 ( 259821 , 945945 ) 
point46546 ( 65697 , 438342 ) 
point19572 ( 910315 , 536744 ) 
point69056 ( 763517 , 276846 ) 
point10984 ( 871406 , 354018 ) 
point59959 ( 546389 , 875874 ) 
point47805 ( 102453 , 449762 ) 
point77651 ( 778989 , 276534 ) 
point89652 ( 751082 , 256961 ) 
point97911 ( 782140 , 254198 ) 
point27879 ( 15532 , 69602 ) 
point189 ( 427065 , 705056 ) 
point16172 ( 42372 , 831341 ) 
point7206 ( 80423 , 666040 ) 
point84496 ( 786865 , 250864 ) 
point46280 ( 750513 , 350621 ) 
point44695 ( 120225 , 303966 ) 
point23115 ( 842241 , 435726 ) 
point80673 ( 784932 , 255072 ) 
point13984 ( 590531 , 435576 ) 
point18556 ( 799277 , 382477 ) 
point39286 ( 540889 , 698127 ) 
point60254 ( 754291 , 272470 ) 
point2824 ( 491892 , 517992 ) 
point664 ( 792971 , 249864 ) 
point66213 ( 795190 , 297448 ) 
point82165 ( 753917 , 261981 ) 
point55104 ( 628873 , 382257 ) 
point49907 ( 446652 , 896158 ) 
point95407 ( 772671 , 283253 ) 
point23520 ( 281395 , 860267 ) 
point57668 ( 301707 , 555361 ) 
point73542 ( 754866 , 252707 ) 
point30330 ( 458678 , 284237 ) 
point92975 ( 764044 , 260273 ) 
point79057 ( 795779 , 297813 ) 
point72767 ( 770767 , 292387 ) 
point73633 ( 765884 , 290604 ) 
point44284 ( 801992 , 449566 ) 
point40024 ( 851620 , 861180 ) 
point688 ( 297760 , 98562 ) 
point21882 ( 825500 , 986960 ) 
point21262 ( 343153 , 51706 ) 
point9869 ( 986935 , 635024 ) 
point17732 ( 737597 , 300201 ) 
point25907 ( 228928 , 565000 ) 
point88698 ( 773955 , 293782 ) 
point40478 ( 28168 , 67655 ) 
point62090 ( 750056 , 296385 ) 
point10607 ( 3874 , 599358 ) 
point83204 ( 790655 , 297044 ) 
point30361 ( 242535 , 171646 ) 
point38785 ( 251455 , 133486 ) 
point82031 ( 756278 , 282455 ) 
point18317 ( 680698 , 652385 ) 
point43177 ( 874076 , 901818 ) 
point34336 ( 650312 , 975190 ) 
point48778 ( 325475 , 137118 ) 
point37345 ( 673116 , 270290 ) 
point99483 ( 750561 , 282393 ) 
point89794 ( 750156 , 284821 ) 
point89417 ( 793596 , 264925 ) 
point19859 ( 417369 , 867671 ) 
point97456 ( 788606 , 293834 ) 
point26254 ( 395090 , 851269 ) 
point59910 ( 731050 , 674049 ) 
point40421 ( 863981 , 602978 ) 
point31664 ( 860895 , 429837 ) 
point46301 ( 865400 , 757062 ) 
point3898 ( 690888 , 955878 ) 
point71375 ( 791453 , 270594 ) 
point15284 ( 181248 , 788498 ) 
point96740 ( 769849 , 292071 ) 
point25070 ( 716840 , 703012 ) 
point24684 ( 704185 , 317109 ) 
point90906 ( 799229 , 293802 ) 
point99877 ( 785110 , 269237 ) 
point26774 ( 115378 , 93358 ) 
point15051 ( 149602 , 139734 ) 
point42726 ( 488145 , 919085 ) 
point46308 ( 788802 , 420862 ) 
point29156 ( 719684 , 674875 ) 
point44591 ( 673577 , 656107 ) 
point39456 ( 518393 , 559089 ) 
point57259 ( 797479 , 786214 ) 
point89103 ( 790385 , 255056 ) 
point38995 ( 279496 , 590367 ) 
point24559 ( 275912 , 59876 ) 
point22107 ( 22239 , 330432 ) 
point53527 ( 281041 , 104727 ) 
point74447 ( 792502 , 290775 ) 
point83710 ( 767896 , 286667 ) 
point26486 ( 192544 , 266381 ) 
point5399 ( 793280 , 703772 ) 
point70681 ( 799431 , 287381 ) 
point16686 ( 88529 , 29773 ) 
point33980 ( 952657 , 522838 ) 
point40185 ( 103039 , 426411 ) 
point68460 ( 785062 , 281167 ) 
point46233 ( 947970 , 299373 ) 
point98370 ( 796743 , 290094 ) 
point75136 ( 794205 , 290884 ) 
point67977 ( 772680 , 284876 ) 
point31658 ( 169339 , 632651 ) 
point18938 ( 196150 , 108754 ) 
point20965 ( 678772 , 219808 ) 
point3889 ( 593618 , 588459 ) 
point31986 ( 819127 , 462942 ) 
point44677 ( 870467 , 852576 ) 
point61858 ( 775174 , 261083 ) 
point86237 ( 798521 , 295526 ) 
point95844 ( 765536 , 289487 ) 
point35745 ( 226032 , 278446 ) 
point79735 ( 789751 , 263844 ) 
point25222 ( 189759 , 654000 ) 
point21267 ( 939908 , 423856 ) 
point97533 ( 751979 , 256453 ) 
point6846 ( 343911 , 469013 ) 
point97965 ( 789783 , 278789 ) 
point99477 ( 760780 , 278071 ) 
point41205 ( 455675 , 477588 ) 
point95513 ( 791607 , 275505 ) 
point22780 ( 761037 , 741809 ) 
point16766 ( 365176 , 714658 ) 
point40312 ( 810186 , 754441 ) 
point55170 ( 389711 , 510391 ) 
point55598 ( 752063 , 297961 ) 
point11 ( 247786 , 218889 ) 
point69985 ( 796134 , 296981 ) 
point20322 ( 10299 , 940077 ) 
point8691 ( 14642 , 688457 ) 
point85995 ( 774152 , 270030 ) 
point83903 ( 757040 , 293560 ) 
point31582 ( 469403 , 376703 ) 
point7346 ( 477666 , 898732 ) 
point54713 ( 907000 , 912706 ) 
point10741 ( 555063 , 336201 ) 
point3460 ( 958205 , 825877 ) 
point45878 ( 104633 , 969220 ) 
point51676 ( 442343 , 711340 ) 
point75099 ( 773704 , 292785 ) 
point43516 ( 810970 , 518124 ) 
point24461 ( 396533 , 764057 ) 
point22926 ( 74749 , 134606 ) 
point83172 ( 799292 , 292010 ) 
point6242 ( 841575 , 288050 ) 
point56364 ( 265869 , 282240 ) 
point84204 ( 795812 , 254854 ) 
point62982 ( 750551 , 259907 ) 
point78833 ( 797111 , 260175 ) 
point47357 ( 40885 , 213073 ) 
point52976 ( 850909 , 955171 ) 
point14778 ( 154545 , 775091 ) 
point91684 ( 776536 , 295199 ) 
point18232 ( 3685 , 933435 ) 
point59008 ( 789400 , 639433 ) 
point59075 ( 460053 , 371406 ) 
point62862 ( 799235 , 260726 ) 
point85210 ( 788782 , 273857 ) 
point35285 ( 658362 , 509926 ) 
point6579 ( 907082 , 686787 ) 
point29439 ( 735776 , 934744 ) 
point51609 ( 664499 , 176134 ) 
point38635 ( 229920 , 982041 ) 
point4854 ( 629100 , 384119 ) 
point51964 ( 724064 , 469244 ) 
point71526 ( 790186 , 258495 ) 
point31900 ( 114313 , 604392 ) 
point4292 ( 848514 , 421635 ) 
point32109 ( 134748 , 547144 ) 
point47794 ( 531838 , 608137 ) 
point54301 ( 755575 , 277650 ) 
point40594 ( 537921 , 804632 ) 
point41727 ( 743813 , 748097 ) 
point43470 ( 447607 , 5665 ) 
point93705 ( 756996 , 288127 ) 
point53129 ( 257890 , 132330 ) 
point71468 ( 782296 , 292935 ) 
point30818 ( 370804 , 359772 ) 
point65783 ( 795583 , 283718 ) 
point62390 ( 758543 , 288390 ) 
point62504 ( 784162 , 274469 ) 
point17453 ( 105236 , 474265 ) 
point38133 ( 384268 , 270474 ) 
point90365 ( 765083 , 290854 ) 
point81537 ( 790477 , 255652 ) 
point91906 ( 766008 , 298374 ) 
point23524 ( 533282 , 748511 ) 
point85226 ( 786899 , 268534 ) 
point85740 ( 778994 , 273437 ) 
point32975 ( 161540 , 812253 ) 
point66877 ( 783994 , 265661 ) 
point81188 ( 755309 , 278240 ) 
point45748 ( 750773 , 236248 ) 
point99186 ( 760493 , 271824 ) 
point88369 ( 794131 , 280252 ) 
point26935 ( 799962 , 294452 ) 
point92091 ( 797975 , 269726 ) 
point90788 ( 753269 , 274310 ) 
point99572 ( 773097 , 282227 ) 
point80366 ( 792698 , 285873 ) 
point10697 ( 757012 , 45075 ) 
point41733 ( 569287 , 978613 ) 
point91688 ( 785531 , 292110 ) 
point12752 ( 491868 , 201719 ) 
point89597 ( 772274 , 250054 ) 
point60457 ( 772174 , 259039 ) 
point18321 ( 928905 , 101640 ) 
point46814 ( 524297 , 683358 ) 
point18014 ( 408357 , 821397 ) 
point69767 ( 770755 , 285156 ) 
point23255 ( 643189 , 240306 ) 
point929 ( 18657 , 260177 ) 
point81130 ( 760568 , 293394 ) 
point94456 ( 763913 , 295992 ) 
point90661 ( 760724 , 272099 ) 
point13159 ( 499672 , 746305 ) 
point33134 ( 103036 , 101966 ) 
point43230 ( 119969 , 528259 ) 
point5992 ( 966090 , 2779 ) 
point35391 ( 204533 , 383217 ) 
point74376 ( 767399 , 299977 ) 
point80339 ( 751053 , 299170 ) 
point38720 ( 546300 , 901067 ) 
point18915 ( 694586 , 126655 ) 
point61775 ( 789384 , 295077 ) 
point33331 ( 226910 , 582720 ) 
point76834 ( 766648 , 277750 ) 
point41448 ( 391191 , 937187 ) 
point34627 ( 982610 , 564409 ) 
point23909 ( 332225 , 120815 ) 
point51392 ( 635470 , 929837 ) 
point68520 ( 754914 , 263466 ) 
point35698 ( 132365 , 95147 ) 
point47927 ( 276774 , 597331 ) 
point54978 ( 113044 , 132185 ) 
point82306 ( 789011 , 270917 ) 
point83364 ( 785042 , 257314 ) 
point9200 ( 786642 , 188203 ) 
point69540 ( 756681 , 283303 ) 
point54005 ( 642037 , 382470 ) 
point67966 ( 782536 , 282701 ) 
point20347 ( 328950 , 888890 ) 
point9729 ( 424755 , 967894 ) 
point27141 ( 742136 , 738271 ) 
point80944 ( 763761 , 273775 ) 
point58155 ( 465179 , 800711 ) 
point31193 ( 377750 , 945624 ) 
point16208 ( 202595 , 35624 ) 
point42585 ( 547109 , 657867 ) 
point48192 ( 132847 , 313266 ) 
point88836 ( 758169 , 292242 ) 
point24220 ( 444176 , 395640 ) 
point62350 ( 756315 , 262105 ) 
point95546 ( 771314 , 269376 ) 
point57939 ( 309129 , 643890 ) 
point439 ( 77724 , 61119 ) 
point89716 ( 759238 , 251402 ) 
point28359 ( 694206 , 996057 ) 
point83028 ( 753806 , 274038 ) 
point41499 ( 71512 , 105277 ) 
point81994 ( 796851 , 257118 ) 
point67551 ( 786066 , 295570 ) 
point76869 ( 778946 , 266652 ) 
point81869 ( 791944 , 250205 ) 
point95128 ( 790297 , 286582 ) 
point53481 ( 201775 , 922642 ) 
point25484 ( 965984 , 326120 ) 
point40970 ( 941578 , 631030 ) 
point56907 ( 354019 , 992213 ) 
point94618 ( 779523 , 275923 ) 
point50691 ( 627232 , 959313 ) 
point24396 ( 12587 , 233611 ) 
point50288 ( 670535 , 888471 ) 
point69470 ( 761500 , 273898 ) 
point29022 ( 425917 , 248785 ) 
point793 ( 835786 , 248361 ) 
point90583 ( 795610 , 280712 ) 
point36477 ( 874833 , 186970 ) 
point47758 ( 234665 , 667811 ) 
point28380 ( 887954 , 611672 ) 
point84449 ( 797808 , 277081 ) 
point73553 ( 780445 , 264190 ) 
point19308 ( 410651 , 32268 ) 
point46340 ( 251869 , 580292 ) 
point39642 ( 447360 , 742342 ) 
point23834 ( 194414 , 10166 ) 
point64023 ( 773721 , 294017 ) 
point1596 ( 251141 , 42138 ) 
point11010 ( 815234 , 759688 ) 
point32506 ( 112103 , 539702 ) 
point56703 ( 90353 , 994371 ) 
point70229 ( 786310 , 292970 ) 
point14613 ( 586043 , 351343 ) 
point3041 ( 880018 , 960132 ) 
point47634 ( 20685 , 115820 ) 
point46503 ( 669680 , 148347 ) 
point95938 ( 773614 , 258567 ) 
point46441 ( 349409 , 645378 ) 
point7789 ( 144886 , 12518 ) 
point23292 ( 804391 , 507161 ) 
point74877 ( 798881 , 298958 ) 
point53811 ( 763465 , 899147 ) 
point72655 ( 798985 , 282979 ) 
point40877 ( 522900 , 647349 ) 
point69694 ( 774250 , 295554 ) 
point68049 ( 774970 , 290720 ) 
point90204 ( 760327 , 297153 ) 
point70879 ( 761033 , 257263 ) 
point27536 ( 911554 , 117200 ) 
point50406 ( 743565 , 309747 ) 
point6696 ( 533918 , 229348 ) 
point8736 ( 70957 , 386038 ) 
point56704 ( 59021 , 920752 ) 
point59857 ( 378809 , 358500 ) 
point1037 ( 906069 , 182926 ) 
point34984 ( 213725 , 546888 ) 
point51578 ( 228793 , 163038 ) 
point83554 ( 794571 , 262390 ) 
point76816 ( 780445 , 292516 ) 
point43633 ( 553803 , 686523 ) 
point27992 ( 411368 , 944038 ) 
point83103 ( 762210 , 284140 ) 
point42361 ( 525576 , 80414 ) 
point65119 ( 787526 , 268206 ) 
point63274 ( 755683 , 276285 ) 
point15049 ( 572623 , 224597 ) 
point81153 ( 762545 , 257729 ) 
point35262 ( 383856 , 271923 ) 
point50147 ( 69028 , 350501 ) 
point39817 ( 397832 , 291470 ) 
point34432 ( 747516 , 30659 ) 
point59659 ( 481186 , 879776 ) 
point29434 ( 411622 , 766209 ) 
point75556 ( 788067 , 275864 ) 
point24245 ( 165389 , 78561 ) 
point12825 ( 714546 , 855371 ) 
point67139 ( 769922 , 255438 ) 
point69363 ( 781855 , 254408 ) 
point59501 ( 621657 , 512080 ) 
point87073 ( 794514 , 263207 ) 
point73054 ( 768667 , 292916 ) 
point12270 ( 333157 , 754685 ) 
point31670 ( 321855 , 299998 ) 
point94064 ( 775179 , 270986 ) 
point21540 ( 597412 , 240365 ) 
point9113 ( 779786 , 613218 ) 
point70684 ( 766726 , 277265 ) 
point86250 ( 798873 , 284793 ) 
point73486 ( 764189 , 266988 ) 
point21654 ( 832189 , 143747 ) 
point55278 ( 409295 , 823645 ) 
point70148 ( 767462 , 296387 ) 
point92176 ( 774914 , 283673 ) 
point96728 ( 752806 , 279529 ) 
point86957 ( 793046 , 276165 ) 
point48988 ( 612291 , 835337 ) 
point20610 ( 420383 , 297193 ) 
point30085 ( 132448 , 306346 ) 
point24325 ( 128364 , 805582 ) 
point62198 ( 763657 , 264868 ) 
point19134 ( 331746 , 354042 ) 
point75129 ( 786288 , 260591 ) 
point50020 ( 139662 , 385305 ) 
point31321 ( 865318 , 20313 ) 
point89525 ( 765676 , 265899 ) 
point73787 ( 752724 , 287990 ) 
point14709 ( 830978 , 64053 ) 
point14376 ( 489843 , 654623 ) 
point17331 ( 198785 , 959471 ) 
point99615 ( 774116 , 257232 ) 
point75015 ( 784786 , 253565 ) 
point55268 ( 935490 , 754401 ) 
point34756 ( 796328 , 636289 ) 
point71726 ( 776679 , 290856 ) 
point59762 ( 838913 , 529681 ) 
point58667 ( 50741 , 744960 ) 
point47765 ( 69047 , 583080 ) 
point44072 ( 415991 , 142619 ) 
point63676 ( 753213 , 285185 ) 
point54705 ( 166265 , 343514 ) 
point83713 ( 781616 , 298993 ) 
point71154 ( 761566 , 276194 ) 
point12634 ( 656043 , 349430 ) 
point35931 ( 311185 , 427507 ) 
point11182 ( 302512 , 934579 ) 
point20814 ( 852747 , 837738 ) 
point148 ( 835173 , 838100 ) 
point44103 ( 464510 , 515914 ) 
point4979 ( 724215 , 73899 ) 
point91303 ( 768589 , 297426 ) 
point76009 ( 788545 , 260890 ) 
point10228 ( 78766 , 958694 ) 
point81716 ( 786578 , 285362 ) 
point94476 ( 776699 , 257588 ) 
point92978 ( 755939 , 250001 ) 
point77529 ( 763918 , 270295 ) 
point95790 ( 773648 , 285684 ) 
point90404 ( 757385 , 281653 ) 
point41253 ( 209473 , 239725 ) 
point25669 ( 75909 , 764490 ) 
point27942 ( 41443 , 377312 ) 
point83682 ( 780274 , 294541 ) 
point51372 ( 417238 , 155204 ) 
point79631 ( 788731 , 291908 ) 
point51112 ( 301179 , 75801 ) 
point6085 ( 180522 , 26047 ) 
point58233 ( 418142 , 638493 ) 
point41030 ( 964999 , 149857 ) 
point93845 ( 794762 , 278299 ) 
point41958 ( 646175 , 848463 ) 
point30626 ( 850357 , 22426 ) 
point90867 ( 793847 , 253098 ) 
point90259 ( 756077 , 255478 ) 
point15868 ( 696274 , 990953 ) 
point53092 ( 172117 , 449605 ) 
point26041 ( 742515 , 241590 ) 
point95655 ( 776931 , 289639 ) 
point50638 ( 767314 , 71706 ) 
point89307 ( 772243 , 285770 ) 
point74897 ( 778990 , 260345 ) 
point20483 ( 908488 , 11160 ) 
point83423 ( 783797 , 269253 ) 
point94437 ( 752911 , 271236 ) 
point73801 ( 773079 , 255663 ) 
point52484 ( 81861 , 707042 ) 
point91457 ( 788671 , 297894 ) 
